"File Name","Download Date",User,"First Name","Last Name",Affiliation,Study,"PCRC Member"
"DISC Data Repository - Study Summary Template.docx","08/13/2021 - 22:36",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","08/13/2021 - 21:58",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"Study Summary - Long 14-06p.docx","08/13/2021 - 20:44",Anonymous,,,,"Family Experiences in ICU Transfers",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"08/13/2021 - 20:43",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","08/13/2021 - 20:41",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"Study Summary 14-09 Ferrell-protected.pdf","08/13/2021 - 20:39",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"GOC - DISC Data Repository - Study Summary.docx","08/13/2021 - 20:32",Anonymous,,,,"Goals of Care",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","08/13/2021 - 20:30",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"DISC Data Repository - Study Summary_Mack.docx","08/13/2021 - 20:25",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"DISC Data Repository - Study Summary.docx","08/13/2021 - 20:20",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","08/13/2021 - 20:16",Anonymous,,,,"Statin Discontinuation",
"DISC Data Repository - Study Summary Template.docx","08/13/2021 - 20:09",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"Study Summary - PCDM.pdf","08/13/2021 - 20:07",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"Study Summary - REST.pdf","08/13/2021 - 20:06",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
StudySummary100819.docx,"08/13/2021 - 20:04",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Study Summary - Long 14-06p.docx","08/13/2021 - 19:06",Anonymous,,,,"Family Experiences in ICU Transfers",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","08/13/2021 - 19:05",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"DISC Data Repository - Study Summary Template.docx","08/13/2021 - 18:03",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","08/13/2021 - 17:51",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"DISC Data Repository - Study Summary Template.docx","08/13/2021 - 17:17",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","08/13/2021 - 16:01",Anonymous,,,,"Statin Discontinuation",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","08/13/2021 - 15:08",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"08/13/2021 - 14:42",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"DISC Data Repository - Study Summary_Mack.docx","08/13/2021 - 14:17",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"DISC Data Repository - Study Summary.docx","08/13/2021 - 12:36",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","08/13/2021 - 12:19",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"Study Summary - PCDM.pdf","08/13/2021 - 11:17",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","08/13/2021 - 10:53",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","08/13/2021 - 10:53",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"GOC - DISC Data Repository - Study Summary.docx","08/13/2021 - 10:53",Anonymous,,,,"Goals of Care",
"DISC Data Repository - Study Summary Template.docx","08/13/2021 - 10:53",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"08/13/2021 - 10:53",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - Long 14-06p.docx","08/13/2021 - 10:53",Anonymous,,,,"Family Experiences in ICU Transfers",
"DISC Data Repository - Study Summary_Mack.docx","08/13/2021 - 10:53",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","08/13/2021 - 10:53",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"Study Summary - PCDM.pdf","08/13/2021 - 10:53",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"Study Summary - REST.pdf","08/13/2021 - 10:53",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
StudySummary100819.docx,"08/13/2021 - 10:52",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"DISC Data Repository - Study Summary.docx","08/13/2021 - 10:52",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","08/13/2021 - 10:52",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"Study Summary 14-09 Ferrell-protected.pdf","08/13/2021 - 10:52",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","08/13/2021 - 10:52",Anonymous,,,,"Statin Discontinuation",
"GOC - DISC Data Repository - Study Summary.docx","08/13/2021 - 08:42",Anonymous,,,,"Goals of Care",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","08/13/2021 - 08:25",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"Study Summary 14-09 Ferrell-protected.pdf","08/13/2021 - 06:18",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","08/13/2021 - 05:33",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"DISC Data Repository - Study Summary.docx","08/13/2021 - 02:02",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","08/13/2021 - 01:32",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","08/12/2021 - 22:44",Anonymous,,,,"Statin Discontinuation",
StudySummary100819.docx,"08/12/2021 - 19:53",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","08/12/2021 - 19:23",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"Study Summary 14-09 Ferrell-protected.pdf","08/12/2021 - 19:08",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary - PCDM.pdf","08/12/2021 - 18:24",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"DISC Data Repository - Study Summary Template.docx","08/12/2021 - 17:32",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","08/12/2021 - 13:28",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"GOC - DISC Data Repository - Study Summary.docx","08/12/2021 - 09:34",Anonymous,,,,"Goals of Care",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","08/12/2021 - 07:51",Anonymous,,,,"Statin Discontinuation",
StudySummary100819.docx,"08/12/2021 - 06:46",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","08/12/2021 - 06:41",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"08/12/2021 - 01:28",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","08/11/2021 - 23:54",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"DISC Data Repository - Study Summary.docx","08/11/2021 - 22:19",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","08/11/2021 - 20:13",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","08/11/2021 - 20:13",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"GOC - DISC Data Repository - Study Summary.docx","08/11/2021 - 20:13",Anonymous,,,,"Goals of Care",
"DISC Data Repository - Study Summary Template.docx","08/11/2021 - 20:13",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"08/11/2021 - 20:13",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - Long 14-06p.docx","08/11/2021 - 20:13",Anonymous,,,,"Family Experiences in ICU Transfers",
"DISC Data Repository - Study Summary_Mack.docx","08/11/2021 - 20:13",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","08/11/2021 - 20:13",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"Study Summary - PCDM.pdf","08/11/2021 - 20:13",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"Study Summary - REST.pdf","08/11/2021 - 20:13",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","08/11/2021 - 17:51",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","08/11/2021 - 17:05",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","08/11/2021 - 17:01",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","08/11/2021 - 16:37",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"DISC Data Repository - Study Summary_Mack.docx","08/11/2021 - 13:48",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"Study Summary - PCDM.pdf","08/11/2021 - 13:32",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","08/11/2021 - 09:59",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","08/11/2021 - 04:08",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","08/11/2021 - 03:09",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"Study Summary - REST.pdf","08/11/2021 - 02:39",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"Study Summary 14-09 Ferrell-protected.pdf","08/11/2021 - 02:34",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"GOC - DISC Data Repository - Study Summary.docx","08/11/2021 - 01:58",Anonymous,,,,"Goals of Care",
"Study Summary - PCDM.pdf","08/11/2021 - 01:42",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"GOC - DISC Data Repository - Study Summary.docx","08/10/2021 - 22:40",Anonymous,,,,"Goals of Care",
"DISC Data Repository - Study Summary Template.docx","08/10/2021 - 22:40",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"08/10/2021 - 22:40",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - Long 14-06p.docx","08/10/2021 - 22:40",Anonymous,,,,"Family Experiences in ICU Transfers",
StudySummary100819.docx,"08/10/2021 - 22:39",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"DISC Data Repository - Study Summary.docx","08/10/2021 - 22:39",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"DISC Data Repository - Study Summary_Mack.docx","08/10/2021 - 22:39",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","08/10/2021 - 22:39",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","08/10/2021 - 22:39",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"Study Summary - PCDM.pdf","08/10/2021 - 22:39",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"Study Summary - REST.pdf","08/10/2021 - 22:38",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","08/10/2021 - 22:38",Anonymous,,,,"Statin Discontinuation",
"DISC Data Repository - Study Summary.docx","08/10/2021 - 20:39",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","08/10/2021 - 20:37",Anonymous,,,,"Statin Discontinuation",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","08/10/2021 - 20:16",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","08/10/2021 - 20:15",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","08/10/2021 - 20:07",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"DISC Data Repository - Study Summary.docx","08/10/2021 - 17:30",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary - REST.pdf","08/10/2021 - 13:23",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","08/10/2021 - 12:59",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","08/10/2021 - 11:30",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"DISC Data Repository - Study Summary.docx","08/10/2021 - 08:42",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","08/10/2021 - 05:29",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"DISC Data Repository - Study Summary_Mack.docx","08/09/2021 - 21:42",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","08/09/2021 - 21:32",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"Study Summary - Long 14-06p.docx","08/09/2021 - 16:54",Anonymous,,,,"Family Experiences in ICU Transfers",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","08/09/2021 - 16:25",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","08/09/2021 - 16:10",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
StudySummary100819.docx,"08/09/2021 - 13:41",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","08/09/2021 - 11:51",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","08/09/2021 - 11:34",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"Study Summary - PCDM.pdf","08/09/2021 - 09:26",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"Study Summary - REST.pdf","08/09/2021 - 00:14",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","08/08/2021 - 19:03",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"08/08/2021 - 16:15",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"DISC Data Repository - Study Summary_Mack.docx","08/08/2021 - 15:03",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","08/08/2021 - 13:20",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"DISC Data Repository - Study Summary Template.docx","08/08/2021 - 12:41",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"Study Summary - Long 14-06p.docx","08/08/2021 - 10:18",Anonymous,,,,"Family Experiences in ICU Transfers",
"DISC Data Repository - Study Summary_Mack.docx","08/08/2021 - 10:16",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"08/08/2021 - 09:32",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
StudySummary100819.docx,"08/08/2021 - 09:06",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
StudySummary100819.docx,"08/08/2021 - 09:03",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"DISC Data Repository - Study Summary.docx","08/08/2021 - 08:53",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"08/08/2021 - 06:01",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - Long 14-06p.docx","08/08/2021 - 05:44",Anonymous,,,,"Family Experiences in ICU Transfers",
"DISC Data Repository - Study Summary Template.docx","08/08/2021 - 02:17",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","08/08/2021 - 00:48",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"Study Summary 14-09 Ferrell-protected.pdf","08/07/2021 - 22:20",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"DISC Data Repository - Study Summary Template.docx","08/07/2021 - 16:43",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"DISC Data Repository - Study Summary Template.docx","08/07/2021 - 15:02",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"DISC Data Repository - Study Summary Template.docx","08/07/2021 - 14:39",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"Study Summary - REST.pdf","08/07/2021 - 14:27",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"DISC Data Repository - Study Summary_Mack.docx","08/07/2021 - 13:14",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","08/07/2021 - 12:17",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"GOC - DISC Data Repository - Study Summary.docx","08/07/2021 - 11:44",Anonymous,,,,"Goals of Care",
"Study Summary - PCDM.pdf","08/07/2021 - 11:34",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"GOC - DISC Data Repository - Study Summary.docx","08/07/2021 - 11:19",Anonymous,,,,"Goals of Care",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","08/07/2021 - 08:08",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","08/07/2021 - 08:08",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"DISC Data Repository - Study Summary Template.docx","08/07/2021 - 08:08",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"08/07/2021 - 08:07",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - Long 14-06p.docx","08/07/2021 - 08:07",Anonymous,,,,"Family Experiences in ICU Transfers",
StudySummary100819.docx,"08/07/2021 - 08:07",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"DISC Data Repository - Study Summary.docx","08/07/2021 - 08:07",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"DISC Data Repository - Study Summary_Mack.docx","08/07/2021 - 08:07",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","08/07/2021 - 08:07",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"DISC Data Repository - Study Summary_Mack.docx","08/07/2021 - 07:39",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"DISC Data Repository - Study Summary.docx","08/07/2021 - 05:42",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary - REST.pdf","08/07/2021 - 04:08",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"08/07/2021 - 01:03",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"DISC Data Repository - Study Summary.docx","08/07/2021 - 00:40",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","08/07/2021 - 00:03",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"08/06/2021 - 18:32",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - REST.pdf","08/06/2021 - 18:32",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"Study Summary - Long 14-06p.docx","08/06/2021 - 11:34",Anonymous,,,,"Family Experiences in ICU Transfers",
StudySummary100819.docx,"08/06/2021 - 05:51",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","08/06/2021 - 05:45",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","08/06/2021 - 05:45",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"Study Summary 14-09 Ferrell-protected.pdf","08/06/2021 - 03:42",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","08/06/2021 - 03:41",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
StudySummary100819.docx,"08/06/2021 - 03:41",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","08/06/2021 - 03:40",Anonymous,,,,"Statin Discontinuation",
"DISC Data Repository - Study Summary.docx","08/06/2021 - 03:39",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary 14-09 Ferrell-protected.pdf","08/06/2021 - 02:41",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","08/06/2021 - 02:40",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
StudySummary100819.docx,"08/06/2021 - 02:40",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","08/06/2021 - 02:39",Anonymous,,,,"Statin Discontinuation",
"DISC Data Repository - Study Summary.docx","08/06/2021 - 02:39",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary - REST.pdf","08/06/2021 - 02:31",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"08/06/2021 - 02:29",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - PCDM.pdf","08/06/2021 - 02:28",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","08/06/2021 - 02:27",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"GOC - DISC Data Repository - Study Summary.docx","08/06/2021 - 02:26",Anonymous,,,,"Goals of Care",
"Study Summary - Long 14-06p.docx","08/06/2021 - 02:25",Anonymous,,,,"Family Experiences in ICU Transfers",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","08/06/2021 - 02:25",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"DISC Data Repository - Study Summary Template.docx","08/06/2021 - 02:24",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","08/06/2021 - 02:23",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"DISC Data Repository - Study Summary_Mack.docx","08/06/2021 - 02:22",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"Study Summary - REST.pdf","08/06/2021 - 02:03",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
